DriverNo,Driver,Race,Year,Stint,Compound,LapsUsed,MeanLap_s,StdLap_s,FastestLap_s
23,ALB,Australian Grand Prix,2025,5,MEDIUM,2,85.862,1.788980156401966,84.597
23,ALB,Austrian Grand Prix,2025,1,MEDIUM,8,71.10024999999999,0.30825070965043866,70.641
23,ALB,Bahrain Grand Prix,2025,1,SOFT,13,99.74276923076923,0.5717059491624096,98.699
23,ALB,Bahrain Grand Prix,2025,2,HARD,13,98.47915384615384,0.575964820417858,97.673
23,ALB,Bahrain Grand Prix,2025,3,MEDIUM,21,98.08776190476192,0.6568735726730004,97.141
23,ALB,Belgian Grand Prix,2025,2,MEDIUM,30,107.3109,0.3878923019744455,106.813
23,ALB,British Grand Prix,2025,3,MEDIUM,8,91.21837500000001,1.652662608165553,90.047
23,ALB,Canadian Grand Prix,2025,1,MEDIUM,18,77.92005555555555,0.5409391041319569,77.275
23,ALB,Canadian Grand Prix,2025,2,HARD,20,76.79440000000001,0.6087699764365239,76.197
23,ALB,Chinese Grand Prix,2025,1,MEDIUM,17,98.93123529411766,0.32878137291590886,98.311
23,ALB,Chinese Grand Prix,2025,2,HARD,34,97.19582352941177,0.6502906329545104,96.254
23,ALB,Emilia Romagna Grand Prix,2025,1,MEDIUM,25,81.95172000000001,0.2695676352977119,81.583
23,ALB,Emilia Romagna Grand Prix,2025,2,HARD,13,80.68900000000001,0.2841815734115555,80.388
23,ALB,Emilia Romagna Grand Prix,2025,3,HARD,9,79.83255555555554,0.9942820413634024,78.289
23,ALB,Hungarian Grand Prix,2025,1,SOFT,11,83.78545454545454,0.34581074698059017,83.314
23,ALB,Hungarian Grand Prix,2025,2,MEDIUM,21,82.99238095238096,0.7253420211314434,81.772
23,ALB,Hungarian Grand Prix,2025,3,HARD,29,81.97765517241379,0.9223436482237616,80.779
23,ALB,Japanese Grand Prix,2025,1,MEDIUM,22,94.28504545454544,0.6262640153187139,93.805
23,ALB,Japanese Grand Prix,2025,2,HARD,27,92.14774074074074,0.742643697185036,91.125
23,ALB,Miami Grand Prix,2025,1,MEDIUM,3,91.26266666666668,0.22744742982353636,91.071
23,ALB,Miami Grand Prix,2025,2,HARD,23,90.96321739130433,0.26606338214823555,90.482
23,ALB,Monaco Grand Prix,2025,1,MEDIUM,11,77.01245454545455,0.29272832580273794,76.556
23,ALB,Monaco Grand Prix,2025,2,MEDIUM,4,75.7925,0.4446193128209085,75.303
23,ALB,Monaco Grand Prix,2025,3,HARD,22,75.67045454545455,0.7977272912272916,74.597
23,ALB,Saudi Arabian Grand Prix,2025,1,MEDIUM,18,95.4828888888889,0.7697170518244211,94.892
23,ALB,Saudi Arabian Grand Prix,2025,2,HARD,26,93.95465384615383,0.2862048136992364,93.477
23,ALB,Spanish Grand Prix,2025,2,SOFT,2,80.7595,0.3556747109368335,80.508
14,ALO,Austrian Grand Prix,2025,1,MEDIUM,27,71.6197037037037,0.3475492012556597,70.81
14,ALO,Austrian Grand Prix,2025,2,HARD,34,70.42873529411766,0.4086811981812731,69.935
14,ALO,Bahrain Grand Prix,2025,1,MEDIUM,13,100.07876923076924,0.3841313043405332,99.318
14,ALO,Bahrain Grand Prix,2025,2,MEDIUM,13,98.74553846153847,0.5335068908309446,97.955
14,ALO,Bahrain Grand Prix,2025,3,HARD,21,98.47304761904763,0.3243787101815531,97.906
14,ALO,Belgian Grand Prix,2025,2,MEDIUM,13,108.46000000000001,0.6455679669872113,107.872
14,ALO,Belgian Grand Prix,2025,3,NONE,13,107.05700000000002,0.5360523917180707,105.849
14,ALO,British Grand Prix,2025,3,MEDIUM,8,91.524125,1.0794197432615649,90.353
14,ALO,Canadian Grand Prix,2025,1,MEDIUM,12,77.41191666666667,0.8979613737727691,76.369
14,ALO,Canadian Grand Prix,2025,2,HARD,32,76.7815625,0.4924331909819292,75.931
14,ALO,Canadian Grand Prix,2025,3,HARD,14,75.41764285714285,0.36386358541520625,75.024
14,ALO,Chinese Grand Prix,2025,1,MEDIUM,2,99.42349999999999,0.236880771697489,99.256
14,ALO,Emilia Romagna Grand Prix,2025,1,MEDIUM,8,81.849875,0.43758703215964656,81.401
14,ALO,Emilia Romagna Grand Prix,2025,2,HARD,27,82.21496296296299,0.47807566841384536,81.367
14,ALO,Emilia Romagna Grand Prix,2025,3,MEDIUM,9,80.28199999999998,0.4231432972410195,79.894
14,ALO,Hungarian Grand Prix,2025,1,MEDIUM,36,83.014,0.562251189416261,81.784
14,ALO,Hungarian Grand Prix,2025,2,HARD,29,80.9264827586207,0.5863810694596902,80.113
14,ALO,Japanese Grand Prix,2025,1,MEDIUM,21,94.49214285714287,0.22191491290904275,94.111
14,ALO,Japanese Grand Prix,2025,2,HARD,27,92.41874074074074,0.36397776692377043,91.77
14,ALO,Miami Grand Prix,2025,1,HARD,5,93.0308,0.20091590280512958,92.823
14,ALO,Miami Grand Prix,2025,2,MEDIUM,22,92.35495454545455,0.5567243891321313,91.287
14,ALO,Monaco Grand Prix,2025,1,HARD,4,76.40450000000001,0.7087253817006036,75.593
14,ALO,Monaco Grand Prix,2025,2,HARD,17,76.85029411764705,0.7375735357157536,75.823
14,ALO,Saudi Arabian Grand Prix,2025,1,MEDIUM,13,95.5863076923077,0.3987932598509707,95.098
14,ALO,Saudi Arabian Grand Prix,2025,2,HARD,29,94.27013793103448,0.8124826470295479,93.009
14,ALO,Spanish Grand Prix,2025,2,MEDIUM,4,80.96875,0.08093773326864677,80.858
14,ALO,Spanish Grand Prix,2025,3,SOFT,6,79.88283333333332,0.26061958227782195,79.587
14,ALO,Spanish Grand Prix,2025,4,SOFT,5,79.02419999999998,0.7254234625375702,78.128
12,ANT,Australian Grand Prix,2025,5,HARD,2,86.203,1.8413060582097693,84.901
12,ANT,Bahrain Grand Prix,2025,1,SOFT,9,99.003,0.5013516729801554,98.427
12,ANT,Bahrain Grand Prix,2025,2,MEDIUM,13,99.05015384615385,0.9008360788876303,98.331
12,ANT,Bahrain Grand Prix,2025,3,SOFT,2,97.1105,0.5946768029778923,96.69
12,ANT,Bahrain Grand Prix,2025,4,SOFT,21,97.9880476190476,0.6443680218780639,96.985
12,ANT,Belgian Grand Prix,2025,2,MEDIUM,15,108.16946666666666,0.7480450584849887,107.002
12,ANT,Belgian Grand Prix,2025,3,NONE,12,107.23241666666668,0.4618046533749839,106.738
12,ANT,Canadian Grand Prix,2025,1,MEDIUM,11,76.57809090909092,0.4634376882700525,76.159
12,ANT,Canadian Grand Prix,2025,2,HARD,21,75.78114285714285,0.37361869408720577,75.362
12,ANT,Canadian Grand Prix,2025,3,HARD,27,74.94285185185186,0.34446823049936376,74.455
12,ANT,Chinese Grand Prix,2025,1,MEDIUM,9,98.9792222222222,0.2509002679242176,98.503
12,ANT,Chinese Grand Prix,2025,2,HARD,42,97.52623809523809,0.9430509080101264,96.046
12,ANT,Emilia Romagna Grand Prix,2025,1,HARD,26,82.26142307692308,0.42051579500198805,81.239
12,ANT,Emilia Romagna Grand Prix,2025,2,MEDIUM,12,81.09291666666667,0.4223928499595712,80.62
12,ANT,Hungarian Grand Prix,2025,1,MEDIUM,17,83.63476470588236,0.26119617374010373,83.162
12,ANT,Hungarian Grand Prix,2025,2,HARD,46,82.01613043478261,0.982734565919577,80.745
12,ANT,Japanese Grand Prix,2025,1,MEDIUM,29,93.70117241379312,0.5308352629156061,92.961
12,ANT,Japanese Grand Prix,2025,2,HARD,20,91.39484999999999,0.26520007839166865,90.965
12,ANT,Miami Grand Prix,2025,1,MEDIUM,3,92.15666666666665,0.4936297532901885,91.786
12,ANT,Miami Grand Prix,2025,2,HARD,23,91.16965217391302,0.27149478627099277,90.807
12,ANT,Monaco Grand Prix,2025,1,HARD,12,77.24691666666668,1.0579331013678024,75.019
12,ANT,Monaco Grand Prix,2025,3,HARD,2,74.176,0.9305525240414982,73.518
12,ANT,Saudi Arabian Grand Prix,2025,1,MEDIUM,14,94.65514285714286,0.22420521408294147,94.386
12,ANT,Saudi Arabian Grand Prix,2025,2,HARD,29,93.47944827586207,0.4921970849602313,92.396
12,ANT,Spanish Grand Prix,2025,2,MEDIUM,22,80.63559090909091,0.16883907782007906,80.371
12,ANT,Spanish Grand Prix,2025,3,SOFT,2,78.64750000000001,0.5550788232314474,78.255
87,BEA,Austrian Grand Prix,2025,1,SOFT,5,71.1532,0.23071779298528178,70.807
87,BEA,Austrian Grand Prix,2025,2,HARD,25,71.51508,0.4368725901221092,70.884
87,BEA,Austrian Grand Prix,2025,3,MEDIUM,27,70.55955555555555,0.4876908962205579,69.96
87,BEA,Bahrain Grand Prix,2025,1,SOFT,11,99.6789090909091,0.3395410003358824,99.246
87,BEA,Bahrain Grand Prix,2025,2,HARD,15,98.78513333333332,0.6188998149558448,97.48
87,BEA,Bahrain Grand Prix,2025,3,SOFT,21,98.07428571428574,0.606824780546834,97.303
87,BEA,Belgian Grand Prix,2025,2,MEDIUM,29,107.82972413793105,0.5992627551864828,106.709
87,BEA,British Grand Prix,2025,3,MEDIUM,8,91.8595,0.970980947289904,90.921
87,BEA,Canadian Grand Prix,2025,1,MEDIUM,14,77.86378571428573,0.5195747045674699,77.297
87,BEA,Canadian Grand Prix,2025,2,HARD,44,76.85213636363636,0.8544306302461004,75.397
87,BEA,Chinese Grand Prix,2025,1,HARD,23,99.13500000000002,0.38262466774064097,98.371
87,BEA,Chinese Grand Prix,2025,2,MEDIUM,28,96.89253571428573,0.44170599255888937,96.363
87,BEA,Emilia Romagna Grand Prix,2025,1,HARD,25,82.48204,0.44449338952714756,81.885
87,BEA,Emilia Romagna Grand Prix,2025,3,HARD,22,80.49495454545456,0.7818150114452981,79.521
87,BEA,Hungarian Grand Prix,2025,1,MEDIUM,27,83.77570370370371,0.28431467058319754,83.114
87,BEA,Hungarian Grand Prix,2025,2,HARD,15,82.77353333333333,0.7260626563543808,81.989
87,BEA,Japanese Grand Prix,2025,1,MEDIUM,21,94.54014285714285,0.6642257361555846,93.986
87,BEA,Japanese Grand Prix,2025,2,HARD,28,92.55746428571426,0.520076738080125,92.006
87,BEA,Miami Grand Prix,2025,1,HARD,3,93.59933333333333,0.5430150396934992,93.054
87,BEA,Monaco Grand Prix,2025,2,HARD,4,76.17075,1.592028553973406,74.855
87,BEA,Monaco Grand Prix,2025,3,MEDIUM,27,76.97674074074075,0.9156795539838405,75.355
87,BEA,Saudi Arabian Grand Prix,2025,1,MEDIUM,13,95.79730769230767,0.48296814674389343,95.057
87,BEA,Saudi Arabian Grand Prix,2025,2,HARD,30,94.29193333333332,0.7054671689290593,93.238
87,BEA,Spanish Grand Prix,2025,3,MEDIUM,12,80.59783333333333,0.28042040949368524,80.017
87,BEA,Spanish Grand Prix,2025,4,SOFT,4,79.741,0.6133715567799555,78.907
5,BOR,Australian Grand Prix,2025,5,MEDIUM,2,84.481,0.4087077195258266,84.192
5,BOR,Austrian Grand Prix,2025,1,MEDIUM,16,71.3998125,0.2703065466589113,70.933
5,BOR,Austrian Grand Prix,2025,2,MEDIUM,25,70.7966,0.22539243554298824,70.493
5,BOR,Austrian Grand Prix,2025,3,HARD,18,69.86788888888888,0.7732813116376881,69.247
5,BOR,Bahrain Grand Prix,2025,1,MEDIUM,10,100.23490000000001,0.35633518864499825,99.772
5,BOR,Bahrain Grand Prix,2025,2,HARD,16,99.44999999999999,0.4926778528274505,98.456
5,BOR,Bahrain Grand Prix,2025,3,MEDIUM,21,98.73180952380952,0.4641910833964419,98.006
5,BOR,Belgian Grand Prix,2025,2,MEDIUM,30,107.53566666666666,0.48462437166241895,106.966
5,BOR,Canadian Grand Prix,2025,1,HARD,44,77.68561363636364,0.38970670044004274,76.911
5,BOR,Canadian Grand Prix,2025,2,MEDIUM,14,76.04421428571428,0.6433319729910282,75.414
5,BOR,Chinese Grand Prix,2025,2,HARD,22,99.25268181818183,0.46855719642360183,98.425
5,BOR,Chinese Grand Prix,2025,3,HARD,27,97.31100000000002,0.663690671693002,96.439
5,BOR,Emilia Romagna Grand Prix,2025,1,MEDIUM,9,82.11844444444445,0.4262027425742107,81.582
5,BOR,Emilia Romagna Grand Prix,2025,2,HARD,14,82.32000000000001,0.2689312179721807,81.98
5,BOR,Emilia Romagna Grand Prix,2025,3,HARD,13,81.34769230769233,0.5249060843959592,81.039
5,BOR,Emilia Romagna Grand Prix,2025,4,MEDIUM,9,81.37322222222221,0.5024825314818864,80.63
5,BOR,Hungarian Grand Prix,2025,1,MEDIUM,37,83.16327027027027,0.391947675692152,82.777
5,BOR,Hungarian Grand Prix,2025,2,HARD,28,81.02607142857144,0.2788311487689454,80.705
5,BOR,Japanese Grand Prix,2025,1,HARD,28,94.7005,0.5525358711331692,93.638
5,BOR,Japanese Grand Prix,2025,2,MEDIUM,20,92.5375,0.3369401789791867,92.034
5,BOR,Miami Grand Prix,2025,1,HARD,3,92.80133333333333,0.3714314651901949,92.42
5,BOR,Monaco Grand Prix,2025,2,HARD,11,77.13636363636364,0.8950686311928568,75.721
5,BOR,Monaco Grand Prix,2025,3,SOFT,3,76.31666666666666,1.6524316425599361,75.193
5,BOR,Monaco Grand Prix,2025,4,MEDIUM,20,76.97404999999999,0.7646114579176465,74.97
5,BOR,Saudi Arabian Grand Prix,2025,2,HARD,42,95.80166666666666,0.8032759045694002,94.447
5,BOR,Spanish Grand Prix,2025,2,MEDIUM,2,80.9425,0.08697413408594865,80.881
5,BOR,Spanish Grand Prix,2025,3,SOFT,8,79.908,0.4487595601846744,79.386
43,COL,Austrian Grand Prix,2025,1,SOFT,8,71.52674999999999,0.5048184256315775,70.842
43,COL,Austrian Grand Prix,2025,2,MEDIUM,20,71.46799999999999,0.46991365388256695,70.707
43,COL,Austrian Grand Prix,2025,3,HARD,27,70.56511111111111,0.6203225794408118,69.621
43,COL,Belgian Grand Prix,2025,2,MEDIUM,13,109.17207692307693,0.5828172185654845,108.423
43,COL,Belgian Grand Prix,2025,3,NONE,14,106.95492857142855,0.317224129523036,106.44
43,COL,Canadian Grand Prix,2025,1,MEDIUM,11,77.58645454545456,0.27687772161600843,77.262
43,COL,Canadian Grand Prix,2025,2,HARD,49,77.26661224489796,0.6387066624674219,76.076
43,COL,Emilia Romagna Grand Prix,2025,1,MEDIUM,18,82.52361111111111,0.35442914149357047,81.914
43,COL,Emilia Romagna Grand Prix,2025,2,HARD,17,81.92123529411765,0.7068138483196762,80.798
43,COL,Emilia Romagna Grand Prix,2025,3,HARD,9,80.86700000000002,0.513623889631313,80.345
43,COL,Hungarian Grand Prix,2025,1,MEDIUM,10,83.87230000000001,0.4437434318762742,83.51
43,COL,Hungarian Grand Prix,2025,2,HARD,19,82.53494736842104,0.6971611063356399,81.647
43,COL,Hungarian Grand Prix,2025,3,HARD,31,82.08422580645161,0.8432637669467133,81.256
43,COL,Monaco Grand Prix,2025,2,MEDIUM,7,77.296,0.8899089841101725,75.435
43,COL,Monaco Grand Prix,2025,3,MEDIUM,22,76.89713636363636,1.0451387374504297,75.298
43,COL,Spanish Grand Prix,2025,3,SOFT,9,80.36311111111111,0.3803374963254512,80.056
43,COL,Spanish Grand Prix,2025,4,SOFT,4,80.28325000000001,0.23143231551939367,79.978
7,DOO,Bahrain Grand Prix,2025,1,SOFT,6,99.2145,0.42933844458655396,98.714
7,DOO,Bahrain Grand Prix,2025,2,MEDIUM,16,98.90225000000001,0.5839882989695362,98.013
7,DOO,Bahrain Grand Prix,2025,3,HARD,23,98.29682608695653,0.7235011247194826,96.682
7,DOO,Chinese Grand Prix,2025,1,MEDIUM,8,99.41875,0.12478982330302517,99.179
7,DOO,Chinese Grand Prix,2025,2,HARD,43,97.97820930232558,0.7756520930386364,96.424
7,DOO,Japanese Grand Prix,2025,1,SOFT,13,95.32653846153848,0.622987508620709,94.892
7,DOO,Japanese Grand Prix,2025,2,HARD,36,93.29258333333334,0.4539988908104761,92.685
7,DOO,Saudi Arabian Grand Prix,2025,2,HARD,28,96.23860714285715,0.6494311094127049,95.407
7,DOO,Saudi Arabian Grand Prix,2025,3,HARD,15,94.49319999999999,1.0678601567086006,93.15
10,GAS,Austrian Grand Prix,2025,1,SOFT,7,71.28285714285713,0.48369047560446915,70.776
10,GAS,Austrian Grand Prix,2025,2,HARD,21,71.45752380952382,0.4641571521637502,70.3
10,GAS,Austrian Grand Prix,2025,3,MEDIUM,29,70.80562068965517,0.568975358102686,70.151
10,GAS,Bahrain Grand Prix,2025,1,SOFT,7,98.96328571428572,0.6264667360910487,98.312
10,GAS,Bahrain Grand Prix,2025,2,MEDIUM,16,98.662,0.8233567877900795,97.668
10,GAS,Bahrain Grand Prix,2025,3,HARD,23,97.66265217391305,0.7561455252370185,96.531
10,GAS,Belgian Grand Prix,2025,2,MEDIUM,30,108.05566666666668,0.7651356577187108,107.177
10,GAS,British Grand Prix,2025,3,MEDIUM,7,91.48371428571429,0.7132422950362436,90.751
10,GAS,Canadian Grand Prix,2025,1,HARD,49,77.68444897959183,0.5508951829078016,76.409
10,GAS,Canadian Grand Prix,2025,2,MEDIUM,11,75.60427272727271,0.7982395744272629,74.993
10,GAS,Chinese Grand Prix,2025,1,MEDIUM,7,99.05142857142857,0.32350057039767033,98.528
10,GAS,Chinese Grand Prix,2025,2,HARD,44,97.85475000000001,0.9763899841573497,96.425
10,GAS,Emilia Romagna Grand Prix,2025,1,MEDIUM,5,81.8804,0.3557840637240524,81.541
10,GAS,Emilia Romagna Grand Prix,2025,2,HARD,17,82.22064705882353,0.4686548491662709,81.321
10,GAS,Emilia Romagna Grand Prix,2025,3,HARD,23,81.12104347826087,0.5009476908149257,80.398
10,GAS,Hungarian Grand Prix,2025,1,HARD,28,83.721,0.29771860937867284,83.352
10,GAS,Hungarian Grand Prix,2025,2,MEDIUM,35,82.52097142857143,0.7516314602921036,81.433
10,GAS,Japanese Grand Prix,2025,1,MEDIUM,22,94.74963636363637,0.6055139136032284,94.289
10,GAS,Japanese Grand Prix,2025,2,HARD,27,92.33237037037037,0.34587504948687764,91.82
10,GAS,Miami Grand Prix,2025,1,HARD,5,93.1354,0.7222944690360016,92.523
10,GAS,Miami Grand Prix,2025,2,MEDIUM,23,91.67169565217391,0.387834481422469,91.159
10,GAS,Spanish Grand Prix,2025,3,MEDIUM,9,80.53,0.27243347811897195,80.035
10,GAS,Spanish Grand Prix,2025,4,SOFT,5,78.7366,0.5032964335260091,77.896
6,HAD,Austrian Grand Prix,2025,2,MEDIUM,22,71.92704545454546,0.4938085687768114,70.974
6,HAD,Austrian Grand Prix,2025,3,HARD,38,70.97497368421054,0.6120365863839732,70.204
6,HAD,Bahrain Grand Prix,2025,1,SOFT,3,99.68900000000001,0.0701712191713934,99.631
6,HAD,Bahrain Grand Prix,2025,2,MEDIUM,19,99.35310526315789,0.629981383740541,98.542
6,HAD,Bahrain Grand Prix,2025,3,HARD,23,98.33726086956521,0.6173260680615223,97.158
6,HAD,Belgian Grand Prix,2025,2,MEDIUM,4,110.07925,0.1279410671624522,110.008
6,HAD,Belgian Grand Prix,2025,3,HARD,21,108.36257142857143,0.6482278589684789,107.667
6,HAD,Canadian Grand Prix,2025,1,MEDIUM,10,77.73049999999999,0.5834524164164747,77.198
6,HAD,Canadian Grand Prix,2025,2,HARD,49,77.23189795918367,0.6078930568261287,76.292
6,HAD,Chinese Grand Prix,2025,1,MEDIUM,9,99.05988888888889,0.2223108434402425,98.746
6,HAD,Chinese Grand Prix,2025,2,HARD,18,98.34522222222222,0.7573881245714319,97.675
6,HAD,Chinese Grand Prix,2025,3,HARD,21,97.03966666666666,0.5461252908750273,96.335
6,HAD,Emilia Romagna Grand Prix,2025,1,MEDIUM,25,82.20984,0.38169410527279496,81.233
6,HAD,Emilia Romagna Grand Prix,2025,2,HARD,13,80.97453846153846,0.48504357456909886,80.295
6,HAD,Emilia Romagna Grand Prix,2025,3,HARD,9,80.175,0.39118282170872504,79.473
6,HAD,Hungarian Grand Prix,2025,1,MEDIUM,29,83.75558620689654,0.36299798476825196,83.116
6,HAD,Hungarian Grand Prix,2025,2,HARD,34,81.52,0.7434298890951313,80.802
6,HAD,Japanese Grand Prix,2025,1,MEDIUM,23,94.15769565217391,0.5793098115063391,93.637
6,HAD,Japanese Grand Prix,2025,2,HARD,26,92.11661538461539,0.6501879160318546,91.317
6,HAD,Miami Grand Prix,2025,1,HARD,30,91.57926666666667,0.8722276250412253,90.971
6,HAD,Monaco Grand Prix,2025,1,MEDIUM,2,77.232,0.2036467529817334,77.088
6,HAD,Monaco Grand Prix,2025,2,SOFT,2,76.7815,0.5791204537917842,76.372
6,HAD,Monaco Grand Prix,2025,3,HARD,50,77.11041999999999,0.6460261285548056,76.044
6,HAD,Saudi Arabian Grand Prix,2025,1,HARD,30,95.13256666666666,0.6813074491225567,94.092
6,HAD,Saudi Arabian Grand Prix,2025,2,MEDIUM,14,93.67307142857145,0.24817811974644222,93.257
6,HAD,Spanish Grand Prix,2025,2,MEDIUM,17,80.90088235294118,0.10475977421757651,80.651
6,HAD,Spanish Grand Prix,2025,3,SOFT,3,79.636,0.057714816122030756,79.595
6,HAD,Spanish Grand Prix,2025,4,SOFT,5,78.4838,0.46103329597763437,77.77
44,HAM,Australian Grand Prix,2025,5,HARD,2,85.863,2.3263813101037356,84.218
44,HAM,Austrian Grand Prix,2025,1,MEDIUM,21,70.93280952380952,0.3904455940393749,70.17
44,HAM,Austrian Grand Prix,2025,2,HARD,21,70.10357142857143,0.5157008407428252,69.319
44,HAM,Austrian Grand Prix,2025,3,MEDIUM,18,69.17738888888887,0.29329911230865596,68.628
44,HAM,Bahrain Grand Prix,2025,1,MEDIUM,15,99.42753333333333,0.8459980468287698,98.419
44,HAM,Bahrain Grand Prix,2025,2,MEDIUM,12,97.753,0.4025545699879499,97.288
44,HAM,Bahrain Grand Prix,2025,3,HARD,21,97.32733333333333,0.6421561596164389,96.235
44,HAM,Belgian Grand Prix,2025,2,MEDIUM,31,107.37809677419355,0.6111186112280055,106.534
44,HAM,British Grand Prix,2025,3,SOFT,8,91.53450000000001,1.3370445018771815,90.016
44,HAM,Canadian Grand Prix,2025,1,MEDIUM,12,76.82658333333332,0.3553381125666422,76.433
44,HAM,Canadian Grand Prix,2025,2,HARD,27,76.32307407407407,0.4917870025127309,75.748
44,HAM,Canadian Grand Prix,2025,3,HARD,19,75.42273684210527,0.45461520262320754,74.805
44,HAM,Chinese Grand Prix,2025,1,MEDIUM,11,98.36490909090908,0.35763150156144097,97.802
44,HAM,Chinese Grand Prix,2025,2,HARD,21,97.47352380952381,0.49227803313245877,96.957
44,HAM,Chinese Grand Prix,2025,3,HARD,17,95.41494117647059,0.23023017574490245,95.069
44,HAM,Emilia Romagna Grand Prix,2025,1,HARD,26,82.28919230769232,0.4230433565705316,81.23
